index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
288,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Arhar/Tur,30693,7888
289,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Bajra,2477,1449
290,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Castor seed,9315,2831
291,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Cotton(lint),12025,16128
292,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Dry chillies,3755,10146
293,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Gram,21,14
294,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Groundnut,791559,884963
295,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Horse-gram,601,215
296,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Jowar,5071,14351
297,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Korra,1626,1143
298,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Maize,3475,9049
299,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Moong(Green Gram),1744,774
300,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Onion,1103,15470
301,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Other Kharif pulses,3167,559
302,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,other misc. pulses,1292,214
303,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Ragi,6613,16923
304,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Rice,39905,117680
305,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Samai,21,5
306,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sesamum,5,1
307,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Small millets,1647,1148
308,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sunflower,30606,24590
309,Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Urad,135,8
310,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Arhar/Tur,35,9
311,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Bajra,317,185
312,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Dry chillies,71,81
313,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Gram,33858,22685
314,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Groundnut,23048,23832
315,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Horse-gram,377,80
316,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Jowar,15242,16980
317,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Korra,96,67
318,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Linseed,8,2
319,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Maize,399,2148
320,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Onion,482,11514
321,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Ragi,909,1312
322,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,22099,57236
323,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Safflower,703,129
324,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Small millets,96,67
325,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Urad,363,292
326,Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,520,297
327,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Arecanut,252,696
328,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Banana,769,11693
329,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coconut ,908,3896970
330,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coriander,8953,2266
331,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Potato,4,34
332,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sugarcane,284,25395
333,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sweet potato,28,379
334,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Tobacco,89,114
335,Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Turmeric,39,272
336,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Arhar/Tur,27942,7628
337,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Bajra,1595,526
338,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Castor seed,3191,900
339,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Cotton(lint),8552,9055
340,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Dry chillies,3765,7127
341,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Gram,16,17
342,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Groundnut,758700,333828
343,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Horse-gram,649,60
344,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Jowar,3900,6720
345,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Korra,1434,627
346,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Maize,2667,7129
347,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Moong(Green Gram),1511,730
348,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Onion,1165,19232
349,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Other Kharif pulses,2496,324
350,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Ragi,5124,12405
351,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,32878,95609
352,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Small millets,1434,627
353,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Sunflower,51610,33580
354,Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Urad,487,176
355,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Arhar/Tur,5,1
356,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Bajra,27,9
357,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Dry chillies,108,168
358,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Gram,47894,50145
359,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Groundnut,18773,29192
360,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Horse-gram,417,226
361,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Jowar,15170,17446
362,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Linseed,5,1
363,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Maize,447,2893
364,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Moong(Green Gram),40,12
365,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Onion,380,8465
366,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Other  Rabi pulses,1,1
367,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Ragi,544,725
368,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119,108906
369,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Safflower,3768,528
370,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Sesamum,2,1
371,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Urad,127,86
372,Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Wheat,307,213
373,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Arecanut,257,430
374,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Banana,1582,462
375,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coconut ,851,3053700
376,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coriander,4741,1119
377,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sugarcane,490,42470
378,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sweet potato,31,411
379,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,111,111
380,Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Turmeric,8,40
381,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Arhar/Tur,33454,6557
382,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Bajra,1925,581
383,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Castor seed,2050,416
384,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Cotton(lint),7638,7144
385,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Dry chillies,2737,6128
386,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Groundnut,732262,259953
387,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Horse-gram,947,140
388,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Jowar,2906,4545
389,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Korra,1000,100
390,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,3541,3431
391,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Moong(Green Gram),1150,174
392,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Onion,776,8432
393,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Other Kharif pulses,490,47
394,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Ragi,5157,12140
395,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066,66329
396,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Small millets,919,180
397,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Soyabean,51,0
398,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Sunflower,60319,22149
399,Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Urad,32,2
400,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Bajra,129,39
401,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Dry chillies,83,161
402,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Gram,54264,20186
403,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Groundnut,17529,18651
404,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Horse-gram,1859,688
405,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Jowar,12676,11497
406,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Linseed,8,2
407,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,1288,8933
408,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Moong(Green Gram),4,1
409,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,401,7192
410,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Ragi,417,517
411,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960,20462
412,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,2594,340
413,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Small millets,10,2
414,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,408,236
415,Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362,333
416,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Arecanut,263,379
417,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19,1006
418,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Beans & Mutter(Vegetable),1,5
419,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,126,938
420,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,1026,10162
421,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,788,4000
422,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,869,3691149
423,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,3914,481
424,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Cucumber,18,0
425,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111,2075
426,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,3968,26176
427,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767,112541
428,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,other fibres,132,0
429,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Fresh Fruits,2418,1552
430,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Vegetables,1767,0
431,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544,201409
432,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Pome Fruit,1207,62789
433,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2,17
434,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329,22481
435,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,50,540
436,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,51,90
437,Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,3356,16627
438,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur,41178,6959
439,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,2280,378
440,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,1927,805
441,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint),4212,4262
442,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies,2920,10702
443,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,670935,187862
444,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,492,54
445,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,12487,30830
446,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra,1245,229
447,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246,10718
448,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),1216,662
449,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846,13250
450,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses,340,15
451,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,3353,3547
452,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515,44891
453,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai,245,83
454,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets,1420,299
455,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,16,18
456,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,74525,29572
457,Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,82,51
458,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,113,19
459,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies,91,190
460,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,51461,15438
461,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,15060,19819
462,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,1560,844
463,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,21391,19444
464,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,7,2
465,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212,6787
466,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22,7
467,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,535,11180
468,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses,17,3
469,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614,986
470,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826,25463
471,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,307,11
472,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets,70,13
473,Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414,123
474,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut,266,189
475,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36,1302
476,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi,101,873
477,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,1129,19414
478,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,706,11959
479,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,839,3285828
480,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,5646,610
481,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber,51,0
482,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118,2048
483,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,3935,58337
484,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441,224640
485,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits,3241,3586
486,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables,1783,0
487,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381,60038
488,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit,1466,83767
489,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454,32386
490,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,30,217
491,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,20,25
492,Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,2827,17509
493,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Arhar/Tur,32752,7893
494,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,1021,403
495,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,1578,923
496,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton(lint),8933,7041
497,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Dry chillies,3402,11288
498,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,857823,684543
499,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Horse-gram,421,121
500,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Jowar,4300,5693
501,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,3495,10031
502,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Moong(Green Gram),1464,545
503,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Onion,1324,24824
504,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Other Kharif pulses,1605,172
505,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,3166,5860
506,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335,85051
507,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Small millets,661,307
508,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Soyabean,1131,691
509,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Sunflower,56819,34209
510,Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Urad,76,37
511,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Bajra,62,24
512,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Dry chillies,155,754
513,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,42106,9516
514,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,14500,21736
515,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,226,30
516,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,11871,14269
517,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Linseed,34,4
518,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,3572,25822
519,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Moong(Green Gram),3,1
520,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Onion,234,4830
521,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,397,897
522,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240,21622
523,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Safflower,186,10
524,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Small millets,36,17
525,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,27228,9530
526,Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,393,88
527,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,324,16897
528,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coconut ,837,6413350
529,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coriander,2439,290
530,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,2,20
531,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,400,34072
532,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sweet potato,33,68
533,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Tobacco,49,53
534,Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Turmeric,4,36
535,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Arhar/Tur,35013,23704
536,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,993,1888
537,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,2081,1521
538,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton(lint),3295,3450
539,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Dry chillies,2178,6175
540,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,877029,362213
541,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,410,107
542,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,3759,3879
543,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,5958,21538
544,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),1078,747
545,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Onion,985,17025
546,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Other Kharif pulses,1429,301
547,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,2303,4394
548,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008,69972
549,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Small millets,854,455
550,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Soyabean,421,232
551,Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Urad,69,24
552,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Bajra,66,125
553,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Dry chillies,58,214
554,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,49105,48172
555,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,22006,29752
556,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,205,77
557,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,12931,9970
558,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Linseed,29,11
559,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,1435,10721
560,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Moong(Green Gram),16,5
561,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Onion,381,9063
562,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Ragi,472,752
563,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,23142,55587
564,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Safflower,162,33
565,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Urad,11,7
566,Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,297,175
567,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Arecanut,268,214
568,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Banana,303,16231
569,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coconut ,836,3358992
570,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coriander,2962,900
571,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,227,20612
572,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sunflower,48677,8401
573,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sweet potato,23,121
574,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Tobacco,1,1
575,Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Turmeric,2,15
576,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Arhar/Tur,26244,3543
577,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Bajra,620,189
578,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Castor seed,899,451
579,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Cotton(lint),1506,1940
580,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Dry chillies,1754,5658
581,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Groundnut,644007,43148
582,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Horse-gram,1021,182
583,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Jowar,18043,7813
584,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,4877,20181
585,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Moong(Green Gram),788,98
586,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Onion,869,9423
587,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Other Kharif pulses,742,135
588,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Ragi,2035,3696
589,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,22349,67427
590,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Small millets,450,48
591,Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Urad,69,26
592,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Bajra,141,43
593,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Dry chillies,10,37
594,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Gram,83533,30739
595,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Groundnut,18104,18991
596,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Horse-gram,1779,882
597,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Jowar,24944,15440
598,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Linseed,15,4
599,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,3120,23640
600,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Moong(Green Gram),139,52
601,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Onion,167,4075
602,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Ragi,386,532
603,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,10846,31974
604,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Safflower,72,28
605,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Urad,24,19
606,Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,190,50
607,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Arecanut,217,150
608,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Banana,289,14141
609,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coconut ,790,6404076
610,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coriander,1389,385
611,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,339,30937
612,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sunflower,60751,23561
613,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sweet potato,25,137
614,Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Turmeric,1,8
615,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Arhar/Tur,37000,17000
616,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Bajra,1000,3000
617,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Castor seed,2000,1000
618,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Cotton(lint),3000,2000
619,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Dry chillies,2000,9000
620,Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Groundnut,876000,1102000
